Geneid	final_project/original_files/tophat_mapping_hits_results.sam
Zm00001d028732	0
Zm00001d028733	0
Zm00001d028735	0
Zm00001d028736	0
Zm00001d028737	0
Zm00001d028738	1
Zm00001d028739	0
Zm00001d028740	0
Zm00001d028741	0
Zm00001d028742	1
Zm00001d028743	0
Zm00001d028744	0
Zm00001d028745	1
Zm00001d028746	0
Zm00001d028747	0
Zm00001d028748	0
Zm00001d028749	4
Zm00001d028750	2
Zm00001d028751	0
Zm00001d028752	1
Zm00001d028753	0
Zm00001d028754	0
Zm00001d028755	0
Zm00001d028756	0
Zm00001d028757	0
Zm00001d028758	0
Zm00001d028759	0
Zm00001d028760	0
Zm00001d028761	0
Zm00001d028762	0
Zm00001d028763	0
Zm00001d028765	1
Zm00001d028766	0
Zm00001d028767	0
Zm00001d028768	0
Zm00001d028769	1
Zm00001d028770	0
Zm00001d028771	0
Zm00001d028772	0
Zm00001d028773	0
Zm00001d028774	0
Zm00001d028775	2
Zm00001d028776	0
Zm00001d028777	0
Zm00001d028778	0
Zm00001d028779	0
Zm00001d028780	2
Zm00001d028782	0
Zm00001d028783	1
Zm00001d028784	0
Zm00001d028785	1
Zm00001d028786	2
Zm00001d028787	0
Zm00001d028788	0
Zm00001d028789	0
Zm00001d028791	0
Zm00001d028793	0
Zm00001d028794	0
Zm00001d028795	0
Zm00001d028796	0
Zm00001d028797	0
Zm00001d028798	0
Zm00001d028799	0
Zm00001d028801	1
Zm00001d028802	0
Zm00001d028803	1
Zm00001d028804	1
Zm00001d028806	0
Zm00001d028807	0
Zm00001d028808	0
Zm00001d028809	0
zma-MIR164e	2
Zm00001d028810	1
Zm00001d028811	0
Zm00001d028812	2
Zm00001d028813	0
Zm00001d028814	0
Zm00001d028815	1
Zm00001d028816	0
Zm00001d028818	3
Zm00001d028819	0
Zm00001d028820	0
Zm00001d028821	0
Zm00001d028822	0
Zm00001d028823	0
Zm00001d028824	0
Zm00001d028825	0
Zm00001d028826	0
Zm00001d028827	0
Zm00001d028828	0
Zm00001d028829	0
Zm00001d028830	0
Zm00001d028831	0
Zm00001d028832	0
Zm00001d028834	0
Zm00001d028835	0
Zm00001d028836	0
Zm00001d028837	0
Zm00001d028838	0
Zm00001d028839	0
Zm00001d028840	0
Zm00001d028841	0
Zm00001d028842	0
Zm00001d028843	0
Zm00001d028844	0
Zm00001d028845	0
Zm00001d028847	0
Zm00001d028848	0
Zm00001d028849	0
Zm00001d028850	0
Zm00001d028852	0
Zm00001d028853	0
Zm00001d028854	0
Zm00001d028855	0
Zm00001d028856	0
Zm00001d028859	0
Zm00001d028861	0
Zm00001d028862	0
Zm00001d028863	0
Zm00001d028865	0
Zm00001d028866	0
Zm00001d028867	0
Zm00001d028868	0
Zm00001d028870	0
Zm00001d028871	0
Zm00001d028872	0
Zm00001d028873	0
Zm00001d028874	0
Zm00001d028875	0
Zm00001d028876	0
Zm00001d028877	0
Zm00001d028878	0
Zm00001d028879	0
Zm00001d028880	4
Zm00001d028881	0
Zm00001d028882	0
Zm00001d028883	0
Zm00001d028884	0
Zm00001d028885	0
Zm00001d028886	0
Zm00001d028887	0
Zm00001d028888	0
Zm00001d028889	0
Zm00001d028890	11
Zm00001d028891	0
Zm00001d028892	0
Zm00001d028893	0
Zm00001d028894	0
Zm00001d028895	0
Zm00001d028896	1
Zm00001d028898	0
Zm00001d028899	0
Zm00001d028900	0
Zm00001d028901	0
Zm00001d028902	0
Zm00001d028903	0
Zm00001d028904	0
Zm00001d028905	1
Zm00001d028906	0
Zm00001d028907	1
Zm00001d028909	0
Zm00001d028910	0
Zm00001d028912	0
Zm00001d028915	1
Zm00001d028916	0
Zm00001d028917	0
Zm00001d028918	1
Zm00001d028919	0
Zm00001d028920	0
Zm00001d028921	0
Zm00001d028922	0
Zm00001d028923	2
Zm00001d028924	1
Zm00001d028925	9
Zm00001d028926	0
Zm00001d028928	0
Zm00001d028929	0
Zm00001d028930	0
Zm00001d028931	1
Zm00001d028935	0
Zm00001d028936	1
Zm00001d028939	1
Zm00001d028940	0
Zm00001d028941	0
Zm00001d028946	0
Zm00001d028947	0
Zm00001d028948	0
Zm00001d028949	2
Zm00001d028950	1
Zm00001d028951	1
Zm00001d028952	0
Zm00001d028953	0
Zm00001d028954	0
Zm00001d028955	0
Zm00001d028956	0
Zm00001d028957	0
Zm00001d028958	0
Zm00001d028960	0
Zm00001d028962	0
Zm00001d028963	0
Zm00001d028964	0
Zm00001d028965	5
Zm00001d028966	0
Zm00001d028967	0
Zm00001d028968	0
Zm00001d028971	0
Zm00001d028972	0
Zm00001d028973	0
Zm00001d028974	0
Zm00001d028975	0
Zm00001d028976	0
Zm00001d028977	0
Zm00001d028980	0
Zm00001d028981	1
Zm00001d028982	0
Zm00001d028983	0
Zm00001d028984	0
Zm00001d028986	0
Zm00001d028987	1
Zm00001d028988	0
Zm00001d028989	0
Zm00001d028992	1
Zm00001d028994	0
Zm00001d028995	0
Zm00001d028996	0
Zm00001d028998	1
Zm00001d028999	0
Zm00001d029000	0
Zm00001d029002	0
Zm00001d029003	0
Zm00001d029004	0
Zm00001d029008	0
Zm00001d029009	0
Zm00001d029010	0
Zm00001d029011	0
Zm00001d029012	1
Zm00001d029014	1
Zm00001d029015	2
Zm00001d029017	0
Zm00001d029018	0
Zm00001d029020	0
Zm00001d029023	0
Zm00001d029024	0
Zm00001d029025	2
Zm00001d029027	1
Zm00001d029028	1
Zm00001d029030	0
Zm00001d029031	1
Zm00001d029033	0
Zm00001d029034	0
Zm00001d029035	0
Zm00001d029036	1
Zm00001d029038	0
Zm00001d029039	0
Zm00001d029040	0
Zm00001d029041	0
Zm00001d029042	0
Zm00001d029044	0
Zm00001d029045	0
Zm00001d029046	0
Zm00001d029047	0
Zm00001d029048	0
Zm00001d029049	1
Zm00001d029050	0
Zm00001d029051	0
Zm00001d029052	0
Zm00001d029053	0
Zm00001d029055	0
Zm00001d029056	0
Zm00001d029057	0
Zm00001d029059	0
Zm00001d029060	0
Zm00001d029061	0
Zm00001d029062	0
Zm00001d029063	0
Zm00001d029064	0
Zm00001d029065	1
Zm00001d029066	2
Zm00001d029067	0
Zm00001d029068	0
Zm00001d029071	0
Zm00001d029072	0
Zm00001d029074	0
Zm00001d029075	1
Zm00001d029076	3
Zm00001d029077	0
Zm00001d029078	0
Zm00001d029079	0
Zm00001d029080	0
Zm00001d029081	0
Zm00001d029082	0
Zm00001d029083	0
Zm00001d029084	0
Zm00001d029085	0
Zm00001d029086	0
Zm00001d029087	0
Zm00001d029088	0
Zm00001d029089	0
Zm00001d029090	0
Zm00001d029091	0
Zm00001d029092	0
Zm00001d029093	0
Zm00001d029094	0
Zm00001d029095	0
Zm00001d029096	0
Zm00001d029098	0
Zm00001d029099	0
Zm00001d029100	0
Zm00001d029101	2
Zm00001d029102	1
Zm00001d029103	0
Zm00001d029104	0
Zm00001d029105	1
Zm00001d029106	0
Zm00001d029107	0
Zm00001d029108	0
Zm00001d029109	0
Zm00001d029111	0
Zm00001d029112	0
Zm00001d029114	0
Zm00001d029115	0
Zm00001d029117	0
Zm00001d029118	0
Zm00001d029119	0
Zm00001d029120	3
Zm00001d029121	3
Zm00001d029122	0
Zm00001d029123	0
Zm00001d029124	0
Zm00001d029125	1
Zm00001d029126	5
Zm00001d029127	0
Zm00001d029129	1
Zm00001d029130	54
Zm00001d029132	0
Zm00001d029133	1
Zm00001d029134	0
Zm00001d029135	0
Zm00001d029136	0
Zm00001d029137	0
Zm00001d029138	0
Zm00001d029139	0
Zm00001d029140	1
Zm00001d029141	0
Zm00001d029142	0
Zm00001d029143	0
Zm00001d029144	0
Zm00001d029145	0
Zm00001d029146	0
Zm00001d029147	0
Zm00001d029148	0
Zm00001d029149	1
Zm00001d029150	0
Zm00001d029151	2
Zm00001d029152	3
Zm00001d029153	0
Zm00001d029154	0
Zm00001d029155	0
Zm00001d029157	0
Zm00001d029160	0
Zm00001d029159	0
Zm00001d029161	0
Zm00001d029162	0
Zm00001d029163	0
Zm00001d029164	0
Zm00001d029165	0
Zm00001d029166	0
Zm00001d029167	0
Zm00001d029168	0
Zm00001d029169	0
Zm00001d029170	1
Zm00001d029171	0
Zm00001d029172	0
Zm00001d029173	0
Zm00001d029174	0
Zm00001d029176	0
Zm00001d029177	1
Zm00001d029179	0
Zm00001d029180	0
Zm00001d029181	0
Zm00001d029182	0
Zm00001d029183	0
Zm00001d029184	3
Zm00001d029185	0
Zm00001d029188	0
Zm00001d029189	0
Zm00001d029190	0
Zm00001d029191	1
Zm00001d029192	0
Zm00001d029193	0
Zm00001d029194	0
Zm00001d029195	7
Zm00001d029196	0
Zm00001d029197	0
Zm00001d029198	0
Zm00001d029199	0
Zm00001d029200	0
Zm00001d029201	0
Zm00001d029202	0
Zm00001d029203	1
Zm00001d029205	0
Zm00001d029206	0
Zm00001d029207	0
Zm00001d029208	0
Zm00001d029209	0
Zm00001d029211	0
Zm00001d029212	0
Zm00001d029213	0
Zm00001d029214	3
Zm00001d029215	0
Zm00001d029216	0
Zm00001d029217	0
Zm00001d029218	0
Zm00001d029219	0
Zm00001d029222	0
Zm00001d029223	0
Zm00001d029224	0
Zm00001d029226	0
Zm00001d029227	1
Zm00001d029228	0
Zm00001d029229	0
Zm00001d029230	0
Zm00001d029231	0
Zm00001d029232	0
Zm00001d029233	0
Zm00001d029234	0
Zm00001d029235	0
Zm00001d029237	1
Zm00001d029238	2
Zm00001d029241	0
Zm00001d029242	1
Zm00001d029243	0
Zm00001d029246	0
Zm00001d029247	0
Zm00001d029248	0
Zm00001d029249	0
Zm00001d029250	0
Zm00001d029251	0
Zm00001d029252	0
Zm00001d029254	0
Zm00001d029255	0
Zm00001d029256	0
Zm00001d029257	1
Zm00001d029258	0
Zm00001d029260	0
Zm00001d029261	0
Zm00001d029262	0
Zm00001d029263	0
Zm00001d029264	2
Zm00001d029266	0
Zm00001d029269	0
Zm00001d029270	0
Zm00001d029272	0
Zm00001d029273	0
Zm00001d029274	0
Zm00001d029275	0
Zm00001d029279	0
Zm00001d029280	0
Zm00001d029281	1
Zm00001d029283	0
Zm00001d029285	0
Zm00001d029286	0
Zm00001d029287	0
Zm00001d029288	0
Zm00001d029289	0
Zm00001d029290	0
Zm00001d029293	0
Zm00001d029295	0
Zm00001d029297	0
Zm00001d029299	0
Zm00001d029300	0
Zm00001d029301	0
Zm00001d029303	0
Zm00001d029304	0
Zm00001d029305	0
Zm00001d029307	0
Zm00001d029309	0
Zm00001d029310	0
Zm00001d029311	0
Zm00001d029312	0
Zm00001d029313	0
Zm00001d029314	0
Zm00001d029316	0
Zm00001d029318	0
Zm00001d029319	0
Zm00001d029320	0
Zm00001d029321	0
Zm00001d029324	1
Zm00001d029325	0
Zm00001d029328	2
Zm00001d029329	0
Zm00001d029330	0
Zm00001d029331	0
Zm00001d029332	0
Zm00001d029333	0
Zm00001d029336	0
Zm00001d029337	0
Zm00001d029338	0
Zm00001d029339	0
Zm00001d029340	0
Zm00001d029341	0
Zm00001d029342	6
Zm00001d029343	0
Zm00001d029347	0
Zm00001d029348	0
Zm00001d029349	0
Zm00001d029350	0
Zm00001d029351	0
Zm00001d029352	0
Zm00001d029353	0
Zm00001d029354	0
Zm00001d029356	0
Zm00001d029357	0
Zm00001d029358	0
Zm00001d029359	0
Zm00001d029360	0
Zm00001d029361	0
Zm00001d029362	0
Zm00001d029365	0
Zm00001d029366	0
Zm00001d029368	0
Zm00001d029370	0
Zm00001d029371	1
Zm00001d029372	0
Zm00001d029373	1
Zm00001d029374	3
Zm00001d029375	1
Zm00001d029376	0
Zm00001d029377	0
Zm00001d029378	2
Zm00001d029380	0
Zm00001d029383	0
Zm00001d029384	0
Zm00001d029385	0
Zm00001d029386	0
Zm00001d029387	2
Zm00001d029388	3
Zm00001d029389	0
Zm00001d029390	0
Zm00001d029391	0
Zm00001d029392	5
Zm00001d029393	1
Zm00001d029394	1
Zm00001d029395	0
Zm00001d029396	0
Zm00001d029397	0
Zm00001d029398	0
Zm00001d029400	0
Zm00001d029402	0
Zm00001d029403	0
Zm00001d029404	0
Zm00001d029405	0
Zm00001d029406	0
Zm00001d029407	0
Zm00001d029408	0
Zm00001d029409	0
Zm00001d029410	0
Zm00001d029412	0
Zm00001d029413	0
Zm00001d029415	0
Zm00001d029416	0
Zm00001d029417	0
Zm00001d029418	1
Zm00001d029419	0
Zm00001d029420	0
Zm00001d029422	3
Zm00001d029424	0
Zm00001d029425	0
Zm00001d029426	0
Zm00001d029427	0
Zm00001d029428	0
Zm00001d029429	0
Zm00001d029430	0
Zm00001d029431	0
Zm00001d029432	0
Zm00001d029435	0
Zm00001d029437	0
Zm00001d029438	0
Zm00001d029441	0
Zm00001d029442	0
Zm00001d029443	4
Zm00001d029444	0
Zm00001d029446	0
Zm00001d029447	2
Zm00001d029448	1
Zm00001d029449	0
Zm00001d029451	1
Zm00001d029454	0
Zm00001d029455	0
Zm00001d029457	1
Zm00001d029458	0
Zm00001d029459	1
Zm00001d029460	0
Zm00001d029461	4
Zm00001d029462	0
Zm00001d029464	0
Zm00001d029466	0
Zm00001d029467	0
Zm00001d029468	0
Zm00001d029472	0
Zm00001d029473	0
Zm00001d029474	0
Zm00001d029475	1
Zm00001d029476	0
Zm00001d029477	0
Zm00001d029478	0
Zm00001d029480	0
Zm00001d029481	0
Zm00001d029482	2
Zm00001d029483	0
Zm00001d029486	0
Zm00001d029487	3
Zm00001d029488	0
Zm00001d029489	0
Zm00001d029490	1
Zm00001d029491	0
Zm00001d029492	0
Zm00001d029495	1
Zm00001d029497	0
Zm00001d029498	0
Zm00001d029499	0
Zm00001d029501	1
Zm00001d029502	0
Zm00001d029503	0
Zm00001d029504	0
Zm00001d029505	0
Zm00001d029506	0
Zm00001d029507	0
Zm00001d029508	0
Zm00001d029510	0
Zm00001d029511	0
Zm00001d029512	0
Zm00001d029515	2
Zm00001d029516	3
Zm00001d029518	0
Zm00001d029519	0
Zm00001d029520	0
Zm00001d029522	2
Zm00001d029523	0
Zm00001d029524	0
Zm00001d029525	3
Zm00001d029526	0
Zm00001d029527	0
Zm00001d029528	0
Zm00001d029529	0
Zm00001d029530	1
Zm00001d029531	0
Zm00001d029534	0
Zm00001d029535	0
Zm00001d029537	0
Zm00001d029538	0
Zm00001d029539	0
Zm00001d029540	0
Zm00001d029541	0
Zm00001d029542	0
Zm00001d029543	1
Zm00001d029544	0
Zm00001d029545	5
Zm00001d029546	2
Zm00001d029547	0
Zm00001d029548	1
Zm00001d029550	0
Zm00001d029551	0
Zm00001d029552	1
Zm00001d029553	0
Zm00001d029554	0
Zm00001d029555	0
Zm00001d029557	10
Zm00001d029558	0
Zm00001d029559	1
Zm00001d029560	0
Zm00001d029561	1
Zm00001d029562	0
Zm00001d029563	0
Zm00001d029564	0
Zm00001d029566	0
Zm00001d029567	0
Zm00001d029568	0
Zm00001d029569	0
Zm00001d029570	0
Zm00001d029571	1
Zm00001d029572	1
Zm00001d029573	0
Zm00001d029574	0
Zm00001d029575	0
Zm00001d029576	0
Zm00001d029577	0
Zm00001d029578	0
Zm00001d029579	0
Zm00001d029580	0
Zm00001d029581	0
Zm00001d029582	0
Zm00001d029583	0
Zm00001d029584	0
Zm00001d029585	0
Zm00001d029586	0
Zm00001d029587	0
Zm00001d029588	0
Zm00001d029589	0
Zm00001d029590	0
Zm00001d029592	0
Zm00001d029593	0
Zm00001d029594	0
Zm00001d029595	0
Zm00001d029596	0
Zm00001d029597	1
Zm00001d029598	2
Zm00001d029599	0
Zm00001d029601	0
Zm00001d029602	0
Zm00001d029603	0
Zm00001d029604	0
Zm00001d029605	0
Zm00001d029606	0
Zm00001d029607	0
Zm00001d029608	1
Zm00001d029609	0
Zm00001d029611	0
Zm00001d029613	0
Zm00001d029617	0
Zm00001d029618	0
Zm00001d029619	0
Zm00001d029620	1
Zm00001d029625	0
Zm00001d029626	8
Zm00001d029627	0
Zm00001d029628	0
Zm00001d029629	0
Zm00001d029630	0
Zm00001d029631	0
Zm00001d029632	0
Zm00001d029634	0
Zm00001d029635	0
Zm00001d029636	1
Zm00001d029637	0
Zm00001d029638	0
Zm00001d029639	0
Zm00001d029640	0
Zm00001d029641	0
Zm00001d029642	0
Zm00001d029643	0
Zm00001d029644	0
Zm00001d029645	0
Zm00001d029646	0
Zm00001d029647	0
Zm00001d029648	2
Zm00001d029649	1
Zm00001d029650	0
Zm00001d029651	0
Zm00001d029652	0
Zm00001d029653	0
Zm00001d029654	0
Zm00001d029656	0
Zm00001d029657	0
Zm00001d029658	1
Zm00001d029659	0
Zm00001d029660	0
Zm00001d029661	0
Zm00001d029662	0
Zm00001d029663	1
Zm00001d029664	0
Zm00001d029667	0
Zm00001d029668	0
Zm00001d029669	0
Zm00001d029671	0
Zm00001d029672	0
Zm00001d029673	0
Zm00001d029674	0
Zm00001d029675	0
Zm00001d029676	0
Zm00001d029677	0
Zm00001d029679	0
Zm00001d029680	0
Zm00001d029681	0
Zm00001d029682	0
Zm00001d029683	0
Zm00001d029684	0
Zm00001d029686	1
Zm00001d029688	0
Zm00001d029693	0
Zm00001d029694	0
Zm00001d029696	0
Zm00001d029697	8
Zm00001d029699	0
Zm00001d029700	0
Zm00001d029701	0
Zm00001d029702	0
Zm00001d029703	0
Zm00001d029704	0
Zm00001d029705	0
Zm00001d029706	1
Zm00001d029707	0
Zm00001d029708	0
Zm00001d029709	0
Zm00001d029710	0
Zm00001d029711	0
Zm00001d029712	0
Zm00001d029713	0
Zm00001d029714	0
Zm00001d029715	0
Zm00001d029716	0
Zm00001d029717	1
Zm00001d029718	1
Zm00001d029719	3
Zm00001d029720	1
Zm00001d029721	0
Zm00001d029722	0
Zm00001d029723	0
Zm00001d029724	0
Zm00001d029725	0
Zm00001d029726	0
Zm00001d029728	0
Zm00001d029729	0
Zm00001d029730	0
Zm00001d029732	0
Zm00001d029733	0
Zm00001d029734	0
Zm00001d029736	0
Zm00001d029737	0
Zm00001d029738	0
Zm00001d029740	0
Zm00001d029741	0
Zm00001d029742	0
Zm00001d029743	0
Zm00001d029744	0
Zm00001d029745	0
Zm00001d029747	0
Zm00001d029748	0
Zm00001d029749	0
Zm00001d029750	1
Zm00001d029752	0
Zm00001d029753	0
Zm00001d029754	0
Zm00001d029755	0
Zm00001d029756	0
Zm00001d029757	0
Zm00001d029758	0
Zm00001d029760	0
Zm00001d029761	0
Zm00001d029762	2
Zm00001d029763	0
Zm00001d029764	0
Zm00001d029766	0
Zm00001d029768	0
Zm00001d029769	0
Zm00001d029771	0
Zm00001d029772	0
Zm00001d029773	0
Zm00001d029775	0
Zm00001d029776	0
Zm00001d029777	0
Zm00001d029778	0
Zm00001d029782	1
Zm00001d029783	5
Zm00001d029784	0
Zm00001d029785	0
Zm00001d029787	0
Zm00001d029792	0
Zm00001d029793	0
Zm00001d029794	0
Zm00001d029796	0
Zm00001d029797	0
Zm00001d029798	0
Zm00001d029799	0
Zm00001d029800	0
Zm00001d029801	3
Zm00001d029802	1
Zm00001d029803	0
Zm00001d029804	0
Zm00001d029805	0
Zm00001d029806	1
Zm00001d029807	0
Zm00001d029808	0
Zm00001d029809	0
Zm00001d029810	0
Zm00001d029811	0
Zm00001d029812	0
Zm00001d029814	0
Zm00001d029815	0
Zm00001d029816	0
Zm00001d029818	0
Zm00001d029819	0
Zm00001d029820	0
Zm00001d029822	0
Zm00001d029823	0
Zm00001d029825	0
Zm00001d029826	0
Zm00001d029827	0
Zm00001d029828	0
Zm00001d029829	0
Zm00001d029831	0
Zm00001d029832	0
Zm00001d029833	0
Zm00001d029834	1
Zm00001d029835	0
Zm00001d029836	0
Zm00001d029837	0
Zm00001d029838	0
Zm00001d029839	3
Zm00001d029840	0
Zm00001d029841	0
Zm00001d029842	0
Zm00001d029844	0
Zm00001d029846	0
Zm00001d029847	0
Zm00001d029848	1
Zm00001d029849	0
Zm00001d029850	0
Zm00001d029851	0
Zm00001d029852	0
Zm00001d029853	0
Zm00001d029855	0
Zm00001d029856	0
Zm00001d029857	0
Zm00001d029858	0
Zm00001d029859	0
Zm00001d029860	1
Zm00001d029861	0
Zm00001d029862	0
Zm00001d029863	0
Zm00001d029864	0
Zm00001d029865	0
Zm00001d029868	1
Zm00001d029869	0
Zm00001d029872	0
Zm00001d029873	0
Zm00001d029874	0
Zm00001d029875	0
Zm00001d029878	0
Zm00001d029879	0
Zm00001d029881	0
Zm00001d029883	0
Zm00001d029884	0
Zm00001d029885	1
Zm00001d029886	0
Zm00001d029887	0
Zm00001d029888	0
Zm00001d029889	3
Zm00001d029890	0
Zm00001d029891	0
Zm00001d029892	1
Zm00001d029893	0
Zm00001d029895	0
Zm00001d029896	0
Zm00001d029898	25
Zm00001d029897	0
Zm00001d029899	0
Zm00001d029901	0
Zm00001d029902	0
Zm00001d029903	0
Zm00001d029906	0
Zm00001d029907	0
Zm00001d029908	0
Zm00001d029909	0
Zm00001d029910	0
Zm00001d029912	0
Zm00001d029913	0
Zm00001d029914	0
Zm00001d029916	0
Zm00001d029917	0
Zm00001d029918	0
Zm00001d029919	0
Zm00001d029920	0
Zm00001d029921	0
Zm00001d029922	2
Zm00001d029923	0
Zm00001d029924	0
Zm00001d029925	0
Zm00001d029926	0
Zm00001d029927	0
Zm00001d029929	0
Zm00001d029931	0
Zm00001d029932	7
Zm00001d029933	0
Zm00001d029934	0
Zm00001d029937	1
Zm00001d029938	0
Zm00001d029940	0
Zm00001d029941	0
Zm00001d029942	0
Zm00001d029943	0
Zm00001d029944	0
Zm00001d029946	0
Zm00001d029947	0
Zm00001d029948	0
Zm00001d029950	0
Zm00001d029951	0
Zm00001d029952	0
Zm00001d029954	0
Zm00001d029955	0
Zm00001d029956	0
Zm00001d029958	0
Zm00001d029959	0
Zm00001d029960	0
Zm00001d029961	0
Zm00001d029962	0
Zm00001d029963	0
Zm00001d029964	0
Zm00001d029965	6
Zm00001d029966	1
Zm00001d029967	0
Zm00001d029968	3
Zm00001d029969	0
Zm00001d029970	0
Zm00001d029972	0
Zm00001d029973	2
Zm00001d029974	0
Zm00001d029975	0
Zm00001d029976	2
Zm00001d029978	0
Zm00001d029979	0
Zm00001d029980	2
Zm00001d029981	0
Zm00001d029982	0
Zm00001d029983	2
Zm00001d029986	0
Zm00001d029987	0
Zm00001d029988	0
Zm00001d029991	0
Zm00001d029992	0
Zm00001d029994	0
Zm00001d029995	0
Zm00001d029996	0
Zm00001d029997	0
Zm00001d029999	0
Zm00001d030001	0
Zm00001d030002	0
Zm00001d030004	0
Zm00001d030005	4
Zm00001d030006	0
Zm00001d030007	0
Zm00001d030008	0
Zm00001d030009	0
Zm00001d030010	1
Zm00001d030011	3
Zm00001d030012	0
Zm00001d030014	3
Zm00001d030015	0
Zm00001d030016	1
Zm00001d030017	0
Zm00001d030018	1
Zm00001d030019	0
Zm00001d030020	3
Zm00001d030021	0
Zm00001d030023	0
Zm00001d030024	0
Zm00001d030026	2
Zm00001d030027	0
Zm00001d030028	0
Zm00001d030030	0
Zm00001d030031	0
Zm00001d030032	0
Zm00001d030034	0
Zm00001d030035	0
Zm00001d030037	0
Zm00001d030038	0
Zm00001d030040	0
Zm00001d030041	0
Zm00001d030043	0
Zm00001d030044	0
Zm00001d030045	0
Zm00001d030046	0
Zm00001d030047	0
Zm00001d030048	3
Zm00001d030049	0
Zm00001d030051	1
Zm00001d030053	0
Zm00001d030055	0
Zm00001d030056	0
Zm00001d030057	0
Zm00001d030059	0
Zm00001d030061	3
Zm00001d030062	3
Zm00001d030063	0
Zm00001d030064	0
Zm00001d030065	0
Zm00001d030067	0
Zm00001d030068	0
Zm00001d030069	0
Zm00001d030070	0
Zm00001d030072	0
Zm00001d030073	0
Zm00001d030074	3
Zm00001d030075	0
Zm00001d030076	0
Zm00001d030077	0
Zm00001d030079	0
Zm00001d030080	1
Zm00001d030083	0
Zm00001d030086	0
Zm00001d030087	0
Zm00001d030088	0
Zm00001d030090	0
Zm00001d030091	1
Zm00001d030093	0
Zm00001d030094	0
Zm00001d030095	0
Zm00001d030096	0
Zm00001d030098	0
Zm00001d030099	0
Zm00001d030100	0
Zm00001d030101	0
Zm00001d030102	0
Zm00001d030103	1
Zm00001d030105	1
Zm00001d030106	1
Zm00001d030108	0
Zm00001d030109	0
Zm00001d030110	4
Zm00001d030114	0
Zm00001d030116	2
Zm00001d030117	1
Zm00001d030120	0
Zm00001d030121	0
Zm00001d030123	0
Zm00001d030124	0
Zm00001d030126	1
Zm00001d030127	8
Zm00001d030129	0
Zm00001d030130	0
Zm00001d030131	0
Zm00001d030132	0
Zm00001d030133	1
Zm00001d030134	0
Zm00001d030136	0
Zm00001d030138	0
Zm00001d030139	0
Zm00001d030143	0
Zm00001d030146	0
Zm00001d030147	0
Zm00001d030148	1
Zm00001d030149	1
Zm00001d030150	0
Zm00001d030151	0
Zm00001d030152	0
Zm00001d030153	0
Zm00001d030154	0
Zm00001d030155	0
Zm00001d030157	0
Zm00001d030158	0
Zm00001d030159	0
Zm00001d030161	0
Zm00001d030162	0
Zm00001d030163	1
Zm00001d030164	3
Zm00001d030165	0
Zm00001d030166	2
Zm00001d030167	0
Zm00001d030168	0
Zm00001d030169	0
Zm00001d030171	1
Zm00001d030172	0
Zm00001d030173	1
Zm00001d030174	0
Zm00001d030176	0
Zm00001d030177	0
Zm00001d030179	0
Zm00001d030180	0
Zm00001d030181	0
Zm00001d030182	0
Zm00001d030183	1
Zm00001d030184	1
Zm00001d030185	0
Zm00001d030189	0
Zm00001d030191	0
Zm00001d030193	0
Zm00001d030194	0
Zm00001d030197	0
Zm00001d030198	0
Zm00001d030199	0
Zm00001d030202	0
Zm00001d030203	0
Zm00001d030207	0
Zm00001d030208	0
Zm00001d030209	0
Zm00001d030212	0
Zm00001d030213	0
Zm00001d030214	0
Zm00001d030216	0
Zm00001d030217	4
Zm00001d030218	0
Zm00001d030220	1
Zm00001d030222	0
Zm00001d030223	1
Zm00001d030227	9
Zm00001d030228	0
Zm00001d030229	0
Zm00001d030230	1
Zm00001d030231	1
Zm00001d030232	0
Zm00001d030233	0
Zm00001d030234	0
Zm00001d030235	0
Zm00001d030236	0
Zm00001d030239	1
Zm00001d030240	0
Zm00001d030243	0
Zm00001d030244	0
Zm00001d030245	0
Zm00001d030246	0
Zm00001d030247	0
Zm00001d030248	0
Zm00001d030250	0
Zm00001d030251	0
Zm00001d030252	0
Zm00001d030253	0
Zm00001d030255	0
Zm00001d030256	2
Zm00001d030257	0
Zm00001d030261	0
Zm00001d030262	0
Zm00001d030264	0
Zm00001d030266	1
Zm00001d030267	0
Zm00001d030269	0
Zm00001d030270	0
Zm00001d030274	0
Zm00001d030275	0
Zm00001d030276	0
Zm00001d030277	0
Zm00001d030279	0
Zm00001d030280	0
Zm00001d030281	0
Zm00001d030282	9
Zm00001d030285	0
Zm00001d030287	0
Zm00001d030289	0
Zm00001d030290	0
Zm00001d030295	1
Zm00001d030296	0
Zm00001d030297	0
Zm00001d030299	1
Zm00001d030300	0
Zm00001d030301	0
Zm00001d030303	0
Zm00001d030304	0
Zm00001d030305	1
Zm00001d030306	1
Zm00001d030308	0
Zm00001d030310	0
Zm00001d030311	0
Zm00001d030312	0
Zm00001d030314	0
Zm00001d030316	0
Zm00001d030317	0
Zm00001d030323	0
Zm00001d030328	1
Zm00001d030329	0
Zm00001d030330	0
Zm00001d030331	0
Zm00001d030333	0
Zm00001d030334	0
Zm00001d030338	0
Zm00001d030339	0
Zm00001d030340	6
Zm00001d030341	0
Zm00001d030342	0
Zm00001d030343	0
Zm00001d030345	0
Zm00001d030346	0
Zm00001d030347	0
Zm00001d030348	0
Zm00001d030350	0
Zm00001d030351	0
Zm00001d030353	0
Zm00001d030357	1
Zm00001d030358	0
Zm00001d030359	0
Zm00001d030361	0
Zm00001d030362	0
