Geneid	final_project/original_files/tophat_mapping_hits_results.sam
Zm00001d053878	0
Zm00001d053880	0
Zm00001d053881	1
Zm00001d053882	0
Zm00001d053883	0
Zm00001d053884	0
Zm00001d053885	0
Zm00001d053886	0
Zm00001d053887	0
Zm00001d053888	0
Zm00001d053889	1
Zm00001d053890	0
Zm00001d053891	1
Zm00001d053894	0
Zm00001d053895	0
Zm00001d053896	0
Zm00001d053897	0
Zm00001d053898	0
Zm00001d053899	0
Zm00001d053900	1
Zm00001d053901	0
Zm00001d053902	0
Zm00001d053903	0
Zm00001d053904	0
Zm00001d053905	0
Zm00001d053906	0
Zm00001d053907	0
Zm00001d053908	0
Zm00001d053909	0
Zm00001d053910	0
Zm00001d053911	0
Zm00001d053912	0
Zm00001d053913	0
Zm00001d053914	0
Zm00001d053916	1
Zm00001d053917	1
Zm00001d053918	0
Zm00001d053919	0
Zm00001d053920	0
Zm00001d053921	0
Zm00001d053922	0
Zm00001d053923	0
Zm00001d053924	0
Zm00001d053925	0
Zm00001d053926	0
Zm00001d053927	1
Zm00001d053928	1
Zm00001d053930	1
Zm00001d053931	0
Zm00001d053932	0
Zm00001d053933	0
Zm00001d053934	0
Zm00001d053935	2
Zm00001d053936	0
Zm00001d053937	0
Zm00001d053938	0
Zm00001d053939	0
Zm00001d053940	0
Zm00001d053941	0
Zm00001d053942	0
Zm00001d053943	0
Zm00001d053944	0
Zm00001d053950	0
Zm00001d053952	0
Zm00001d053953	0
Zm00001d053954	0
Zm00001d053955	0
Zm00001d053956	0
Zm00001d053957	0
Zm00001d053960	0
Zm00001d053961	0
Zm00001d053962	0
Zm00001d053963	0
Zm00001d053964	0
Zm00001d053965	0
Zm00001d053966	0
Zm00001d053967	0
Zm00001d053968	0
Zm00001d053969	0
Zm00001d053970	0
Zm00001d053971	0
Zm00001d053972	1
Zm00001d053973	0
Zm00001d053974	0
Zm00001d053975	0
zma-MIR168b	298
Zm00001d053976	0
Zm00001d053977	0
Zm00001d053978	0
Zm00001d053979	1
Zm00001d053980	0
Zm00001d053981	2
Zm00001d053982	0
Zm00001d053983	0
Zm00001d053984	0
Zm00001d053985	0
Zm00001d053986	0
Zm00001d053987	0
Zm00001d053988	0
Zm00001d053989	0
Zm00001d053990	0
Zm00001d053991	0
Zm00001d053992	0
Zm00001d053993	2
Zm00001d053994	0
Zm00001d053995	0
Zm00001d053996	0
Zm00001d053997	0
Zm00001d053998	0
Zm00001d053999	0
Zm00001d054000	0
Zm00001d054001	2
Zm00001d054002	1
Zm00001d054003	2
Zm00001d054004	0
Zm00001d054005	0
Zm00001d054006	0
Zm00001d054007	0
Zm00001d054008	0
Zm00001d054009	0
Zm00001d054010	0
Zm00001d054011	0
Zm00001d054012	0
Zm00001d054013	0
Zm00001d054014	0
Zm00001d054015	2
Zm00001d054016	0
Zm00001d054017	0
Zm00001d054018	1
Zm00001d054020	0
Zm00001d054021	0
Zm00001d054022	0
Zm00001d054023	0
Zm00001d054024	0
Zm00001d054025	0
Zm00001d054026	0
Zm00001d054027	0
Zm00001d054028	0
Zm00001d054029	0
Zm00001d054030	0
Zm00001d054031	0
Zm00001d054032	0
Zm00001d054033	0
Zm00001d054034	0
Zm00001d054036	1
Zm00001d054037	0
Zm00001d054038	1
Zm00001d054039	1
Zm00001d054040	0
Zm00001d054041	0
Zm00001d054042	0
Zm00001d054043	0
Zm00001d054044	47
Zm00001d054046	0
Zm00001d054047	0
Zm00001d054048	0
Zm00001d054049	0
Zm00001d054050	0
Zm00001d054051	0
Zm00001d054052	1
Zm00001d054054	0
Zm00001d054055	0
Zm00001d054056	0
Zm00001d054057	1
Zm00001d054060	0
Zm00001d054062	0
Zm00001d054063	0
Zm00001d054064	0
Zm00001d054065	0
Zm00001d054066	0
Zm00001d054067	3
Zm00001d054069	0
Zm00001d054070	6
Zm00001d054071	0
Zm00001d054072	0
Zm00001d054073	0
Zm00001d054074	0
Zm00001d054075	0
Zm00001d054076	0
Zm00001d054077	1
Zm00001d054078	0
Zm00001d054079	0
Zm00001d054080	0
Zm00001d054081	0
Zm00001d054082	0
Zm00001d054083	0
Zm00001d054084	0
Zm00001d054085	0
Zm00001d054086	0
Zm00001d054087	0
Zm00001d054088	0
Zm00001d054089	2
Zm00001d054090	0
Zm00001d054093	1
Zm00001d054094	0
Zm00001d054095	0
Zm00001d054096	0
Zm00001d054098	0
Zm00001d054099	0
Zm00001d054100	0
Zm00001d054101	0
Zm00001d054103	0
Zm00001d054104	5
Zm00001d054105	7
Zm00001d054106	0
Zm00001d054107	1
Zm00001d054109	0
Zm00001d054110	12
Zm00001d054111	0
Zm00001d054112	0
Zm00001d012794	0
Zm00001d012795	0
Zm00001d012796	0
Zm00001d012797	0
Zm00001d012798	0
Zm00001d012799	0
Zm00001d012800	0
Zm00001d012801	0
Zm00001d012802	0
Zm00001d012803	0
Zm00001d012805	0
Zm00001d012806	1
Zm00001d012807	0
Zm00001d012808	0
Zm00001d012809	0
Zm00001d012810	2
Zm00001d012811	0
Zm00001d012812	2
Zm00001d012813	0
Zm00001d012814	0
Zm00001d012815	1
Zm00001d012816	0
Zm00001d012817	1
Zm00001d012818	0
Zm00001d012819	0
Zm00001d012820	1
Zm00001d012821	4
Zm00001d012822	0
Zm00001d012823	0
Zm00001d012824	0
Zm00001d012825	0
Zm00001d012826	0
Zm00001d012827	1
Zm00001d012828	0
Zm00001d012829	0
Zm00001d012830	0
Zm00001d012831	0
Zm00001d012832	0
Zm00001d012833	0
Zm00001d012834	0
Zm00001d012836	0
Zm00001d012837	0
Zm00001d012838	0
Zm00001d012839	0
Zm00001d012840	0
Zm00001d012841	0
Zm00001d012842	0
Zm00001d012844	1
Zm00001d012845	0
Zm00001d012846	1
Zm00001d012847	0
Zm00001d012848	0
Zm00001d012849	0
Zm00001d012850	0
Zm00001d012851	0
Zm00001d012852	0
Zm00001d012853	0
Zm00001d012854	0
Zm00001d012855	0
Zm00001d012856	0
Zm00001d012857	0
Zm00001d012858	1
Zm00001d012859	0
Zm00001d012860	0
Zm00001d012861	0
Zm00001d012862	0
Zm00001d012863	1
Zm00001d012864	0
Zm00001d012865	0
Zm00001d012866	0
Zm00001d012867	0
Zm00001d012868	0
Zm00001d012869	1
Zm00001d012870	0
Zm00001d012871	0
Zm00001d012872	0
Zm00001d012873	0
Zm00001d012874	0
Zm00001d012875	0
Zm00001d012876	0
Zm00001d012877	0
Zm00001d012878	1
Zm00001d012879	0
Zm00001d012880	0
Zm00001d012881	6
Zm00001d012882	0
Zm00001d012883	0
Zm00001d012884	0
Zm00001d012885	0
Zm00001d012886	0
Zm00001d012887	0
Zm00001d012888	1
Zm00001d012889	0
Zm00001d012890	0
Zm00001d012891	1
Zm00001d012892	7
Zm00001d012893	1
Zm00001d012894	0
Zm00001d012895	0
Zm00001d012896	0
Zm00001d012897	0
Zm00001d012898	1
Zm00001d012899	0
Zm00001d012900	0
Zm00001d012902	1
Zm00001d012904	0
Zm00001d012906	0
Zm00001d012907	0
Zm00001d012908	0
Zm00001d012909	1
Zm00001d012910	0
Zm00001d012911	7
Zm00001d012912	0
Zm00001d012913	0
Zm00001d012914	0
Zm00001d012915	1
Zm00001d012916	0
Zm00001d012917	0
Zm00001d012918	0
Zm00001d012919	0
Zm00001d012920	0
Zm00001d012921	0
Zm00001d012922	2
Zm00001d012923	6
Zm00001d012924	0
Zm00001d012925	0
Zm00001d012928	0
Zm00001d012929	0
Zm00001d012930	0
Zm00001d012931	2
Zm00001d012932	0
Zm00001d012933	0
Zm00001d012934	0
Zm00001d012935	0
Zm00001d012936	0
Zm00001d012937	0
Zm00001d012938	0
Zm00001d012939	1
Zm00001d012941	0
Zm00001d012942	0
Zm00001d012943	0
Zm00001d012944	0
Zm00001d012946	0
Zm00001d012947	0
Zm00001d012948	0
Zm00001d012949	0
Zm00001d012950	0
Zm00001d012952	0
Zm00001d012953	0
Zm00001d012954	0
Zm00001d012955	0
Zm00001d012956	0
Zm00001d012957	0
Zm00001d012958	3
Zm00001d012960	0
Zm00001d012961	0
Zm00001d012962	0
Zm00001d012963	0
Zm00001d012964	1
Zm00001d012965	0
Zm00001d012966	2
Zm00001d012967	0
Zm00001d012968	0
Zm00001d012969	5
Zm00001d012970	0
Zm00001d012971	0
Zm00001d012972	0
Zm00001d012973	0
Zm00001d012974	3
Zm00001d012975	0
Zm00001d012976	0
Zm00001d012978	0
Zm00001d012979	0
Zm00001d012980	26
Zm00001d012981	0
Zm00001d012982	0
Zm00001d012983	0
Zm00001d012984	0
Zm00001d012985	0
zma-MIR390b	0
Zm00001d012988	0
Zm00001d012989	0
Zm00001d012990	0
Zm00001d012991	0
Zm00001d012992	0
Zm00001d012993	0
Zm00001d012994	0
Zm00001d012995	1
Zm00001d012996	1
Zm00001d012997	0
Zm00001d012998	2
Zm00001d012999	0
Zm00001d013002	0
Zm00001d013003	0
Zm00001d013004	0
Zm00001d013005	4
Zm00001d013006	2
Zm00001d013007	4
Zm00001d013008	0
Zm00001d013009	0
Zm00001d013010	0
Zm00001d013011	0
Zm00001d013012	0
Zm00001d013013	1
Zm00001d013014	0
Zm00001d013015	0
Zm00001d013017	0
Zm00001d013018	0
Zm00001d013019	1
Zm00001d013020	0
Zm00001d013021	0
Zm00001d013022	0
Zm00001d013023	0
Zm00001d013024	0
Zm00001d013025	0
Zm00001d013026	0
Zm00001d013027	1
Zm00001d013028	0
Zm00001d013029	0
Zm00001d013030	0
Zm00001d013031	0
Zm00001d013032	0
Zm00001d013033	2
Zm00001d013034	1
Zm00001d013035	0
Zm00001d013036	0
Zm00001d013037	0
Zm00001d013038	0
Zm00001d013039	0
Zm00001d013040	1
Zm00001d013041	0
Zm00001d013042	0
Zm00001d013043	0
Zm00001d013045	0
Zm00001d013046	0
Zm00001d013047	0
Zm00001d013048	6
Zm00001d013049	0
Zm00001d013050	0
Zm00001d013052	0
Zm00001d013053	0
Zm00001d013054	0
Zm00001d013055	0
Zm00001d013056	0
Zm00001d013057	0
Zm00001d013058	0
Zm00001d013059	1
Zm00001d013060	0
Zm00001d013061	0
Zm00001d013063	0
Zm00001d013065	0
Zm00001d013066	0
Zm00001d013067	0
Zm00001d013069	0
Zm00001d013070	0
Zm00001d013071	0
Zm00001d013072	0
Zm00001d013073	0
Zm00001d013074	0
Zm00001d013075	31
Zm00001d013076	2
Zm00001d013077	0
zma-MIR167c	11
Zm00001d013078	0
Zm00001d013079	0
Zm00001d013080	1
Zm00001d013081	0
Zm00001d013082	0
Zm00001d013083	3
Zm00001d013084	0
Zm00001d013085	0
Zm00001d013086	2
Zm00001d013087	0
Zm00001d013088	0
Zm00001d013089	0
Zm00001d013090	0
Zm00001d013091	0
Zm00001d013092	0
Zm00001d013093	0
Zm00001d013094	0
Zm00001d013095	0
Zm00001d013096	0
Zm00001d013097	0
Zm00001d013098	0
Zm00001d013099	0
Zm00001d013100	0
Zm00001d013101	0
Zm00001d013103	0
Zm00001d013104	0
Zm00001d013105	0
Zm00001d013106	0
Zm00001d013107	1
Zm00001d013108	0
Zm00001d013109	0
Zm00001d013110	0
Zm00001d013111	0
Zm00001d013112	3
Zm00001d013113	0
Zm00001d013114	0
Zm00001d013115	0
Zm00001d013116	0
Zm00001d013117	0
Zm00001d013118	1
Zm00001d013119	0
Zm00001d013120	0
Zm00001d013122	2
Zm00001d013123	0
Zm00001d013124	0
Zm00001d013125	0
Zm00001d013126	0
Zm00001d013127	0
Zm00001d013128	0
Zm00001d013129	0
Zm00001d013130	1
Zm00001d013131	0
Zm00001d013132	0
Zm00001d013133	0
Zm00001d013135	2
Zm00001d013136	0
Zm00001d013138	0
Zm00001d013139	0
Zm00001d013140	1
Zm00001d013141	2
Zm00001d013142	0
Zm00001d013143	0
Zm00001d013144	0
Zm00001d013146	6
Zm00001d013147	0
Zm00001d013148	0
Zm00001d013150	0
Zm00001d013151	0
Zm00001d013153	0
Zm00001d013154	0
Zm00001d013155	0
Zm00001d013156	1
Zm00001d013157	0
Zm00001d013158	0
Zm00001d013159	0
Zm00001d013160	0
Zm00001d013161	0
Zm00001d013162	0
Zm00001d013163	0
Zm00001d013164	0
Zm00001d013165	0
Zm00001d013166	0
Zm00001d013167	0
Zm00001d013168	0
Zm00001d013169	0
Zm00001d013170	0
Zm00001d013172	0
Zm00001d013173	0
Zm00001d013175	0
Zm00001d013176	0
Zm00001d013177	0
Zm00001d013178	0
Zm00001d013179	0
Zm00001d013181	0
Zm00001d013182	0
Zm00001d013183	0
Zm00001d013184	0
Zm00001d013185	0
Zm00001d013186	1
Zm00001d013187	0
Zm00001d013188	0
Zm00001d013190	0
Zm00001d013191	0
Zm00001d013192	0
Zm00001d013193	3
Zm00001d013194	0
Zm00001d013195	3
Zm00001d013196	0
Zm00001d013197	0
Zm00001d013198	0
Zm00001d013199	0
Zm00001d013200	0
Zm00001d013201	0
Zm00001d013202	0
Zm00001d013203	0
Zm00001d013204	0
Zm00001d013206	0
Zm00001d013207	0
Zm00001d013208	0
Zm00001d013209	1
Zm00001d013210	0
Zm00001d013211	0
Zm00001d013212	0
Zm00001d013213	0
Zm00001d013214	0
Zm00001d013215	0
Zm00001d013216	0
Zm00001d013217	1
Zm00001d013218	0
Zm00001d013219	0
Zm00001d013220	0
Zm00001d013221	0
Zm00001d013222	0
Zm00001d013223	0
Zm00001d013224	0
Zm00001d013225	0
Zm00001d013226	0
Zm00001d013228	0
Zm00001d013229	0
Zm00001d013230	0
Zm00001d013231	0
Zm00001d013232	0
Zm00001d013234	0
Zm00001d013237	0
Zm00001d013238	0
Zm00001d013239	0
Zm00001d013240	0
Zm00001d013241	0
Zm00001d013242	1
Zm00001d013243	1
Zm00001d013244	0
Zm00001d013245	0
Zm00001d013246	0
Zm00001d013247	0
Zm00001d013248	0
Zm00001d013249	0
Zm00001d013250	13
Zm00001d013251	0
Zm00001d013252	6
Zm00001d013253	0
Zm00001d013254	2
Zm00001d013255	0
Zm00001d013256	0
Zm00001d013257	0
Zm00001d013258	0
Zm00001d013259	3
Zm00001d013260	0
Zm00001d013261	10
Zm00001d013262	0
Zm00001d013263	0
Zm00001d013264	0
Zm00001d013265	3
Zm00001d013266	0
Zm00001d013267	0
Zm00001d013268	0
Zm00001d013269	0
Zm00001d013270	0
Zm00001d013271	0
Zm00001d013272	0
Zm00001d013273	0
Zm00001d013274	0
Zm00001d013275	2
Zm00001d013276	0
Zm00001d013277	0
Zm00001d013278	2
Zm00001d013279	1
Zm00001d013280	0
Zm00001d013281	0
Zm00001d013282	1
Zm00001d013283	0
Zm00001d013284	0
Zm00001d013286	0
Zm00001d013285	0
Zm00001d013287	0
Zm00001d013288	0
Zm00001d013289	0
Zm00001d013290	1
zma-MIR167b	0
Zm00001d013294	0
Zm00001d013295	0
Zm00001d013296	1
Zm00001d013298	0
Zm00001d013299	0
Zm00001d013300	0
Zm00001d013301	0
Zm00001d013302	0
Zm00001d013303	0
Zm00001d013304	0
Zm00001d013306	0
Zm00001d013307	3
Zm00001d013308	0
Zm00001d013309	0
Zm00001d013310	0
Zm00001d013311	0
Zm00001d013312	0
Zm00001d013313	0
Zm00001d013314	0
Zm00001d013316	0
Zm00001d013317	1
Zm00001d013318	1
Zm00001d013319	1
Zm00001d013320	0
Zm00001d013321	0
Zm00001d013322	0
Zm00001d013323	0
Zm00001d013324	1
Zm00001d013325	1
Zm00001d013326	0
Zm00001d013327	0
Zm00001d013329	0
Zm00001d013330	0
Zm00001d013331	0
Zm00001d013332	0
Zm00001d013333	0
Zm00001d013334	0
Zm00001d013335	0
Zm00001d013336	0
Zm00001d013337	0
Zm00001d013338	0
zma-MIR171f	0
Zm00001d013339	0
Zm00001d013340	0
Zm00001d013342	0
Zm00001d013343	0
Zm00001d013344	0
Zm00001d013346	0
Zm00001d013348	0
Zm00001d013351	0
Zm00001d013353	0
Zm00001d013354	0
Zm00001d013355	0
Zm00001d013356	0
Zm00001d013357	0
Zm00001d013358	0
Zm00001d013359	0
Zm00001d013360	1
Zm00001d013361	0
Zm00001d013362	2
Zm00001d013364	1
Zm00001d013365	0
Zm00001d013366	0
Zm00001d013367	2
Zm00001d013368	0
Zm00001d013369	0
Zm00001d013370	0
Zm00001d013371	0
Zm00001d013372	0
Zm00001d013373	0
Zm00001d013375	1
Zm00001d013376	0
Zm00001d013377	0
Zm00001d013378	3
Zm00001d013379	0
Zm00001d013380	2
Zm00001d013381	0
Zm00001d013383	0
Zm00001d013384	0
Zm00001d013385	0
Zm00001d013386	0
Zm00001d013387	0
Zm00001d013388	0
Zm00001d013389	0
Zm00001d013390	0
Zm00001d013391	1
Zm00001d013392	1
Zm00001d013393	0
Zm00001d013395	0
Zm00001d013397	0
Zm00001d013398	21
Zm00001d013399	0
Zm00001d013400	0
Zm00001d013402	0
Zm00001d013403	0
Zm00001d013404	0
Zm00001d013405	0
Zm00001d013406	0
Zm00001d013407	0
Zm00001d013409	0
Zm00001d013410	0
Zm00001d013411	2
Zm00001d013412	0
Zm00001d013415	2
Zm00001d013416	0
Zm00001d013417	0
Zm00001d013418	0
Zm00001d013419	0
Zm00001d013420	0
Zm00001d013421	1
Zm00001d013422	0
Zm00001d013423	0
Zm00001d013424	0
Zm00001d013425	0
Zm00001d013426	0
Zm00001d013427	12
Zm00001d013428	3
Zm00001d013429	0
Zm00001d013430	0
Zm00001d013431	0
Zm00001d013432	0
Zm00001d013433	0
Zm00001d013434	0
Zm00001d013435	0
Zm00001d013439	0
Zm00001d013440	0
Zm00001d013441	0
Zm00001d013442	1
Zm00001d013443	0
Zm00001d013444	3
Zm00001d013445	1
Zm00001d013446	0
Zm00001d013447	0
Zm00001d013448	0
Zm00001d013449	0
Zm00001d013450	0
Zm00001d013451	0
Zm00001d013452	2
Zm00001d013453	1
Zm00001d013454	0
Zm00001d013455	2
Zm00001d013456	1
Zm00001d013457	0
Zm00001d013458	1
Zm00001d013459	0
Zm00001d013460	0
Zm00001d013461	0
Zm00001d013463	0
Zm00001d013465	0
Zm00001d013466	0
Zm00001d013467	0
Zm00001d013468	0
Zm00001d013469	0
Zm00001d013470	4
Zm00001d013471	1
Zm00001d013472	0
Zm00001d013473	0
Zm00001d013475	1
Zm00001d013476	0
Zm00001d013477	3
Zm00001d013478	0
Zm00001d013480	0
Zm00001d013481	0
Zm00001d013482	0
Zm00001d013483	0
Zm00001d013484	0
Zm00001d013485	0
Zm00001d013486	0
Zm00001d013487	0
Zm00001d013488	0
Zm00001d013489	0
Zm00001d013490	0
Zm00001d013491	0
Zm00001d013492	0
Zm00001d013493	0
Zm00001d013494	0
Zm00001d013495	0
Zm00001d013496	0
Zm00001d013497	1
Zm00001d013498	0
Zm00001d013499	1
Zm00001d013500	0
Zm00001d013501	0
Zm00001d013502	0
Zm00001d013503	1
Zm00001d013504	0
Zm00001d013505	0
Zm00001d013506	0
Zm00001d013507	0
Zm00001d013508	0
Zm00001d013509	1
Zm00001d013510	0
Zm00001d013511	0
Zm00001d013512	0
Zm00001d013514	0
Zm00001d013516	0
Zm00001d013517	2
Zm00001d013518	0
Zm00001d013519	0
Zm00001d013520	0
Zm00001d013521	0
Zm00001d013522	5
Zm00001d013523	0
Zm00001d013524	0
Zm00001d013525	0
Zm00001d013526	0
Zm00001d013527	0
Zm00001d013528	0
Zm00001d013529	0
Zm00001d013530	0
Zm00001d013531	0
Zm00001d013532	0
Zm00001d013533	0
Zm00001d013534	1
Zm00001d013536	0
Zm00001d013537	0
Zm00001d013538	0
Zm00001d013540	0
Zm00001d013541	0
Zm00001d013542	0
Zm00001d013543	0
Zm00001d013544	1
Zm00001d013546	0
Zm00001d013547	5
Zm00001d013548	0
Zm00001d013549	1
Zm00001d013550	0
Zm00001d013551	0
Zm00001d013552	0
Zm00001d013553	0
Zm00001d013554	0
Zm00001d013555	0
Zm00001d013557	0
Zm00001d013559	0
Zm00001d013560	0
Zm00001d013561	0
Zm00001d013562	0
Zm00001d013565	0
Zm00001d013566	0
Zm00001d013567	0
Zm00001d013568	20
Zm00001d013569	0
Zm00001d013570	0
Zm00001d013571	1
Zm00001d013572	0
Zm00001d013573	0
Zm00001d013574	0
Zm00001d013575	0
Zm00001d013577	0
Zm00001d013578	0
Zm00001d013579	0
Zm00001d013581	0
Zm00001d013582	0
Zm00001d013583	0
Zm00001d013584	0
Zm00001d013588	0
Zm00001d013589	0
Zm00001d013590	1
Zm00001d013591	0
Zm00001d013592	6
Zm00001d013593	0
Zm00001d013594	0
Zm00001d013595	0
Zm00001d013596	0
Zm00001d013597	0
Zm00001d013598	0
Zm00001d013599	0
Zm00001d013600	0
Zm00001d013602	0
Zm00001d013603	0
Zm00001d013604	0
Zm00001d013605	0
Zm00001d013606	10
Zm00001d013607	0
Zm00001d013608	0
Zm00001d013609	0
Zm00001d013610	0
Zm00001d013611	0
Zm00001d013612	0
Zm00001d013614	2
Zm00001d013615	0
Zm00001d013616	0
Zm00001d013617	0
Zm00001d013618	0
Zm00001d013619	0
Zm00001d013620	2
Zm00001d013621	0
Zm00001d013622	0
Zm00001d013624	0
Zm00001d013625	0
Zm00001d013626	13
Zm00001d013627	1
Zm00001d013628	0
Zm00001d013629	0
Zm00001d013630	0
Zm00001d013631	0
Zm00001d013632	0
Zm00001d013633	0
Zm00001d013635	0
Zm00001d013636	0
Zm00001d013637	0
Zm00001d013638	0
Zm00001d013639	0
Zm00001d013641	0
Zm00001d013642	2
Zm00001d013643	0
Zm00001d013644	0
Zm00001d013645	0
Zm00001d013646	0
Zm00001d013647	0
Zm00001d013648	0
Zm00001d013649	0
Zm00001d013650	0
Zm00001d013651	0
Zm00001d013652	0
Zm00001d013653	1
Zm00001d013654	0
Zm00001d013655	0
Zm00001d013656	0
Zm00001d013657	0
Zm00001d013658	0
Zm00001d013659	0
Zm00001d013660	0
Zm00001d013661	0
Zm00001d013662	0
Zm00001d013663	0
Zm00001d013664	0
Zm00001d013666	1
Zm00001d013667	1
Zm00001d013668	0
Zm00001d013669	6
Zm00001d013670	0
Zm00001d013671	0
Zm00001d013672	0
Zm00001d013673	0
Zm00001d013674	0
Zm00001d013675	0
Zm00001d013676	0
Zm00001d013677	0
Zm00001d013678	0
Zm00001d013680	0
Zm00001d013681	0
Zm00001d013683	0
Zm00001d013688	0
Zm00001d013689	0
Zm00001d013692	0
Zm00001d013693	0
Zm00001d013694	0
Zm00001d013695	0
Zm00001d013697	0
Zm00001d013698	0
Zm00001d013699	0
Zm00001d013700	0
Zm00001d013701	1
Zm00001d013702	0
Zm00001d013703	0
Zm00001d013704	0
Zm00001d013705	0
Zm00001d013706	0
Zm00001d013707	0
Zm00001d013708	0
Zm00001d013709	0
Zm00001d013711	0
Zm00001d013712	2
Zm00001d013713	0
Zm00001d013716	0
Zm00001d013717	0
Zm00001d013718	0
Zm00001d013719	1
Zm00001d013720	0
Zm00001d013721	0
Zm00001d013722	0
Zm00001d013723	1
Zm00001d013724	0
Zm00001d013725	0
Zm00001d013726	0
Zm00001d013727	0
Zm00001d013728	0
Zm00001d013729	0
Zm00001d013730	0
Zm00001d013732	0
Zm00001d013733	0
Zm00001d013734	0
Zm00001d013735	0
Zm00001d013736	0
Zm00001d013737	0
Zm00001d013738	0
Zm00001d013739	0
Zm00001d013740	0
Zm00001d013741	3
Zm00001d013742	0
Zm00001d013743	0
Zm00001d013744	0
Zm00001d013745	1
Zm00001d013746	0
Zm00001d013747	0
Zm00001d013748	0
Zm00001d013749	0
Zm00001d013750	0
Zm00001d013751	0
Zm00001d013752	0
Zm00001d013753	0
Zm00001d013754	0
Zm00001d013755	1
Zm00001d013756	0
Zm00001d013757	1
Zm00001d013758	1
Zm00001d013759	0
Zm00001d013760	0
Zm00001d013761	0
Zm00001d013763	0
Zm00001d013765	0
Zm00001d013766	0
Zm00001d013767	2
Zm00001d013768	0
Zm00001d013769	0
Zm00001d013770	0
Zm00001d013771	0
Zm00001d013773	0
Zm00001d013775	0
Zm00001d013776	0
Zm00001d013777	1
Zm00001d013778	0
Zm00001d013779	0
Zm00001d013780	1
Zm00001d013781	0
Zm00001d013782	0
Zm00001d013783	0
Zm00001d013784	0
Zm00001d013785	0
Zm00001d013786	1
Zm00001d013787	0
Zm00001d013788	0
Zm00001d013790	0
Zm00001d013792	0
Zm00001d013793	0
Zm00001d013794	0
Zm00001d013795	16
Zm00001d013796	0
Zm00001d013797	4
Zm00001d013798	0
Zm00001d013799	0
Zm00001d013800	0
Zm00001d013801	0
zma-MIR171m	0
Zm00001d013802	0
Zm00001d013804	0
Zm00001d013806	0
Zm00001d013808	0
Zm00001d013809	0
Zm00001d013810	1
Zm00001d013811	0
Zm00001d013812	0
Zm00001d013814	0
Zm00001d013815	0
Zm00001d013816	0
Zm00001d013817	0
Zm00001d013818	0
Zm00001d013819	15
Zm00001d013820	0
Zm00001d013821	0
Zm00001d013822	0
Zm00001d013823	0
Zm00001d013824	0
Zm00001d013825	0
Zm00001d013827	1
Zm00001d013828	0
Zm00001d013829	3
Zm00001d013830	0
Zm00001d013831	0
Zm00001d013832	0
Zm00001d013834	0
Zm00001d013835	0
Zm00001d013836	0
Zm00001d013838	1
Zm00001d013839	0
Zm00001d013840	0
Zm00001d013841	0
Zm00001d013842	1
Zm00001d013844	0
Zm00001d013845	1
zma-MIR166d	1
Zm00001d013847	0
Zm00001d013849	0
Zm00001d013850	0
Zm00001d013851	0
Zm00001d013852	0
Zm00001d013853	0
Zm00001d013854	0
Zm00001d013855	0
Zm00001d013856	0
Zm00001d013857	5
Zm00001d013858	0
Zm00001d013859	0
Zm00001d013860	1
Zm00001d013861	1
Zm00001d013862	3
Zm00001d013863	0
Zm00001d013864	0
Zm00001d013865	1
Zm00001d013867	0
Zm00001d013868	0
Zm00001d013869	0
Zm00001d013870	0
Zm00001d013871	0
Zm00001d013872	1
Zm00001d013873	0
Zm00001d013874	0
Zm00001d013875	0
Zm00001d013878	0
Zm00001d013879	1
Zm00001d013884	0
Zm00001d013885	0
Zm00001d013886	0
Zm00001d013887	8
Zm00001d013890	0
Zm00001d013891	6
Zm00001d013892	5
Zm00001d013894	0
Zm00001d013893	1
Zm00001d013895	0
Zm00001d013896	0
Zm00001d013898	0
Zm00001d013899	0
Zm00001d013900	0
Zm00001d013901	0
Zm00001d013903	0
Zm00001d013904	0
Zm00001d013906	0
Zm00001d013907	0
Zm00001d013908	0
Zm00001d013909	0
Zm00001d013910	2
Zm00001d013911	0
Zm00001d013912	0
Zm00001d013913	0
Zm00001d013914	0
Zm00001d013915	0
Zm00001d013916	1
Zm00001d013917	0
Zm00001d013918	0
Zm00001d013919	0
Zm00001d013920	0
Zm00001d013921	0
Zm00001d013922	0
Zm00001d013923	0
Zm00001d013924	0
Zm00001d013926	0
Zm00001d013927	0
Zm00001d013929	0
Zm00001d013930	4
Zm00001d013931	0
Zm00001d013933	0
Zm00001d013934	1
Zm00001d013935	1
Zm00001d013936	0
Zm00001d013937	7
Zm00001d013940	0
Zm00001d013941	0
Zm00001d013943	0
Zm00001d013944	0
Zm00001d013945	0
Zm00001d013947	0
Zm00001d013948	0
Zm00001d013949	0
Zm00001d013950	0
Zm00001d013951	1
Zm00001d013953	0
Zm00001d013954	0
Zm00001d013955	0
Zm00001d013956	0
Zm00001d013957	0
Zm00001d013958	1
Zm00001d013959	0
Zm00001d013960	1
Zm00001d013962	0
Zm00001d013963	0
Zm00001d013964	1
Zm00001d013966	0
Zm00001d013967	0
Zm00001d013968	0
Zm00001d013969	0
Zm00001d013970	0
Zm00001d013971	0
Zm00001d013973	0
Zm00001d013974	0
Zm00001d013975	0
Zm00001d013976	0
Zm00001d013977	0
Zm00001d013979	0
Zm00001d013980	0
Zm00001d013981	0
Zm00001d013982	2
Zm00001d013983	0
Zm00001d013984	2
Zm00001d013985	0
Zm00001d013986	0
Zm00001d013988	0
Zm00001d013989	2
